"STATION","NAME","DATE","TMAX","TMIN"
"IT000162240","VIGNA DI VALLE, IT","2011-01-30","50","43"
"IT000162240","VIGNA DI VALLE, IT","2011-01-31","53",
"IT000162240","VIGNA DI VALLE, IT","2011-02-01","53","42"
"IT000162240","VIGNA DI VALLE, IT","2011-02-02",,
"IT000162240","VIGNA DI VALLE, IT","2011-02-03","52",
"IT000162240","VIGNA DI VALLE, IT","2011-02-04",,"44"
"IT000162240","VIGNA DI VALLE, IT","2011-02-05","60",
"IT000162240","VIGNA DI VALLE, IT","2011-02-06","60",
"IT000162240","VIGNA DI VALLE, IT","2011-02-07",,
"IT000162240","VIGNA DI VALLE, IT","2011-02-08","61",
"IT000162240","VIGNA DI VALLE, IT","2011-02-09",,
"IT000162240","VIGNA DI VALLE, IT","2011-02-10","54",
"IT000162240","VIGNA DI VALLE, IT","2011-02-11","54","43"
"IT000162240","VIGNA DI VALLE, IT","2011-02-12",,
"IT000162240","VIGNA DI VALLE, IT","2011-02-13","56",
"IT000162240","VIGNA DI VALLE, IT","2011-02-14",,
"IT000162240","VIGNA DI VALLE, IT","2011-02-15","54",
"IT000162240","VIGNA DI VALLE, IT","2011-02-16","54","46"
"IT000162240","VIGNA DI VALLE, IT","2011-02-17",,
"IT000162240","VIGNA DI VALLE, IT","2011-02-18","59","46"
"IT000162240","VIGNA DI VALLE, IT","2011-02-19",,
"IT000162240","VIGNA DI VALLE, IT","2011-02-20","56","46"
"IT000162240","VIGNA DI VALLE, IT","2011-02-21","51",
"IT000162240","VIGNA DI VALLE, IT","2011-02-22",,
"IT000162240","VIGNA DI VALLE, IT","2011-02-23","49",
"IT000162240","VIGNA DI VALLE, IT","2011-02-24","45","35"
"IT000162240","VIGNA DI VALLE, IT","2011-02-25",,"39"
"IT000162240","VIGNA DI VALLE, IT","2011-02-26","47","36"
"IT000162240","VIGNA DI VALLE, IT","2011-02-27",,"39"
"IT000162240","VIGNA DI VALLE, IT","2011-02-28","50","42"
"IT000162240","VIGNA DI VALLE, IT","2011-03-01","54",
"IT000162240","VIGNA DI VALLE, IT","2011-03-02","46","41"
"IT000162240","VIGNA DI VALLE, IT","2011-03-03",,"41"
"IT000162240","VIGNA DI VALLE, IT","2011-03-04","51",
"IT000162240","VIGNA DI VALLE, IT","2011-03-05","47",
"IT000162240","VIGNA DI VALLE, IT","2011-03-06","54",
"IT000162240","VIGNA DI VALLE, IT","2011-03-07","49",
"IT000162240","VIGNA DI VALLE, IT","2011-03-08","48","36"
"IT000162240","VIGNA DI VALLE, IT","2011-03-09","50","35"
"IT000162240","VIGNA DI VALLE, IT","2011-03-10",,"39"
"IT000162240","VIGNA DI VALLE, IT","2011-03-11","54",
"IT000162240","VIGNA DI VALLE, IT","2011-03-12","55","41"
"IT000162240","VIGNA DI VALLE, IT","2011-03-13",,"46"
"IT000162240","VIGNA DI VALLE, IT","2011-03-14","58","53"
"IT000162240","VIGNA DI VALLE, IT","2011-03-15","65",
"IT000162240","VIGNA DI VALLE, IT","2011-03-16","59",
"IT000162240","VIGNA DI VALLE, IT","2011-03-17","54",
"IT000162240","VIGNA DI VALLE, IT","2011-03-18","62",
"IT000162240","VIGNA DI VALLE, IT","2011-03-19","61","48"
"IT000162240","VIGNA DI VALLE, IT","2011-03-20","54",
"IT000162240","VIGNA DI VALLE, IT","2011-03-21","54","45"
"IT000162240","VIGNA DI VALLE, IT","2011-03-22","61","44"
"IT000162240","VIGNA DI VALLE, IT","2011-03-23","60",
"IT000162240","VIGNA DI VALLE, IT","2011-03-24",,"46"
"IT000162240","VIGNA DI VALLE, IT","2011-03-25","61",
"IT000162240","VIGNA DI VALLE, IT","2011-03-26","59","47"
"IT000162240","VIGNA DI VALLE, IT","2011-03-27",,
"IT000162240","VIGNA DI VALLE, IT","2011-03-28","59",
"IT000162240","VIGNA DI VALLE, IT","2011-03-29","61","50"
"IT000162240","VIGNA DI VALLE, IT","2011-03-30","61","48"
"IT000162240","VIGNA DI VALLE, IT","2011-03-31","66","50"
"IT000162240","VIGNA DI VALLE, IT","2011-04-01","70","51"
"IT000162240","VIGNA DI VALLE, IT","2011-04-02","73","55"
"IT000162240","VIGNA DI VALLE, IT","2011-04-03","72","56"
"IT000162240","VIGNA DI VALLE, IT","2011-04-04","70",
"IT000162240","VIGNA DI VALLE, IT","2011-04-05","63","52"
"IT000162240","VIGNA DI VALLE, IT","2011-04-06","70","52"
"IT000162240","VIGNA DI VALLE, IT","2011-04-07","76","57"
"IT000162240","VIGNA DI VALLE, IT","2011-04-08","76",
"IT000162240","VIGNA DI VALLE, IT","2011-04-09","71","54"
"IT000162240","VIGNA DI VALLE, IT","2011-04-10","63",
"IT000162240","VIGNA DI VALLE, IT","2011-04-11","72",
"IT000162240","VIGNA DI VALLE, IT","2011-04-12","68","51"
"IT000162240","VIGNA DI VALLE, IT","2011-04-13","58",
"IT000162240","VIGNA DI VALLE, IT","2011-04-14","58",
"IT000162240","VIGNA DI VALLE, IT","2011-04-15","54","43"
"IT000162240","VIGNA DI VALLE, IT","2011-04-16",,"46"
"IT000162240","VIGNA DI VALLE, IT","2011-04-17","63","47"
"IT000162240","VIGNA DI VALLE, IT","2011-04-18","65","46"
"IT000162240","VIGNA DI VALLE, IT","2011-04-19","64","48"
"IT000162240","VIGNA DI VALLE, IT","2011-04-20","67","49"
"IT000162240","VIGNA DI VALLE, IT","2011-04-21","67","49"
"IT000162240","VIGNA DI VALLE, IT","2011-04-22","63","50"
"IT000162240","VIGNA DI VALLE, IT","2011-04-23",,"53"
"IT000162240","VIGNA DI VALLE, IT","2011-04-24","68","53"
"IT000162240","VIGNA DI VALLE, IT","2011-04-25","61",
"IT000162240","VIGNA DI VALLE, IT","2011-04-26","61","54"
"IT000162240","VIGNA DI VALLE, IT","2011-04-27","66",
"IT000162240","VIGNA DI VALLE, IT","2011-04-28","64","50"
"IT000162240","VIGNA DI VALLE, IT","2011-04-29","64","50"
"IT000162240","VIGNA DI VALLE, IT","2011-04-30","56","51"
"IT000162240","VIGNA DI VALLE, IT","2011-05-01","68","54"
"IT000162240","VIGNA DI VALLE, IT","2011-05-02","61","53"
"IT000162240","VIGNA DI VALLE, IT","2011-05-03","67","54"
"IT000162240","VIGNA DI VALLE, IT","2011-05-04","69","53"
"IT000162240","VIGNA DI VALLE, IT","2011-05-05","70","50"
"IT000162240","VIGNA DI VALLE, IT","2011-05-06","66","51"
"IT000162240","VIGNA DI VALLE, IT","2011-05-07","68","53"
"IT000162240","VIGNA DI VALLE, IT","2011-05-08","71","53"
"IT000162240","VIGNA DI VALLE, IT","2011-05-09","65","54"
"IT000162240","VIGNA DI VALLE, IT","2011-05-10","73",
"IT000162240","VIGNA DI VALLE, IT","2011-05-11","77",
"IT000162240","VIGNA DI VALLE, IT","2011-05-12","81",
"IT000162240","VIGNA DI VALLE, IT","2011-05-13","78",
"IT000162240","VIGNA DI VALLE, IT","2011-05-14",,"57"
"IT000162240","VIGNA DI VALLE, IT","2011-05-15","68",
"IT000162240","VIGNA DI VALLE, IT","2011-05-16","65","51"
"IT000162240","VIGNA DI VALLE, IT","2011-05-17","67","55"
"IT000162240","VIGNA DI VALLE, IT","2011-05-18","70","55"
"IT000162240","VIGNA DI VALLE, IT","2011-05-19","74","55"
"IT000162240","VIGNA DI VALLE, IT","2011-05-20","75","58"
"IT000162240","VIGNA DI VALLE, IT","2011-05-21",,"59"
"IT000162240","VIGNA DI VALLE, IT","2011-05-22","80","60"
"IT000162240","VIGNA DI VALLE, IT","2011-05-23","80","59"
"IT000162240","VIGNA DI VALLE, IT","2011-05-24","82","62"
"IT000162240","VIGNA DI VALLE, IT","2011-05-25","81","63"
"IT000162240","VIGNA DI VALLE, IT","2011-05-26",,
"IT000162240","VIGNA DI VALLE, IT","2011-05-27","77","63"
"IT000162240","VIGNA DI VALLE, IT","2011-05-28","73",
"IT000162240","VIGNA DI VALLE, IT","2011-05-29",,"60"
"IT000162240","VIGNA DI VALLE, IT","2011-05-30","76","60"
"IT000162240","VIGNA DI VALLE, IT","2011-05-31","74","59"
"IT000162240","VIGNA DI VALLE, IT","2011-06-01","73","60"
"IT000162240","VIGNA DI VALLE, IT","2011-06-02","77","61"
"IT000162240","VIGNA DI VALLE, IT","2011-06-03","81","66"
"IT000162240","VIGNA DI VALLE, IT","2011-06-04","81",
"IT000162240","VIGNA DI VALLE, IT","2011-06-05","77",
"IT000162240","VIGNA DI VALLE, IT","2011-06-06",,
"IT000162240","VIGNA DI VALLE, IT","2011-06-07","77","66"
"IT000162240","VIGNA DI VALLE, IT","2011-06-08","74","63"
"IT000162240","VIGNA DI VALLE, IT","2011-06-09","73","63"
"IT000162240","VIGNA DI VALLE, IT","2011-06-10","74","62"
"IT000162240","VIGNA DI VALLE, IT","2011-06-11","74","63"
"IT000162240","VIGNA DI VALLE, IT","2011-06-12","76",
"IT000162240","VIGNA DI VALLE, IT","2011-06-13","78","63"
"IT000162240","VIGNA DI VALLE, IT","2011-06-14","78","63"
"IT000162240","VIGNA DI VALLE, IT","2011-06-15","79","64"
"IT000162240","VIGNA DI VALLE, IT","2011-06-16","79",
"IT000162240","VIGNA DI VALLE, IT","2011-06-17",,"64"
"IT000162240","VIGNA DI VALLE, IT","2011-06-18","80","64"
"IT000162240","VIGNA DI VALLE, IT","2011-06-19","80","66"
"IT000162240","VIGNA DI VALLE, IT","2011-06-20","82","64"
"IT000162240","VIGNA DI VALLE, IT","2011-06-21","83","64"
"IT000162240","VIGNA DI VALLE, IT","2011-06-22","84","66"
"IT000162240","VIGNA DI VALLE, IT","2011-06-23","85","65"
"IT000162240","VIGNA DI VALLE, IT","2011-06-24","79","67"
"IT000162240","VIGNA DI VALLE, IT","2011-06-25",,"68"
"IT000162240","VIGNA DI VALLE, IT","2011-06-26","83","68"
"IT000162240","VIGNA DI VALLE, IT","2011-06-27","88",
"IT000162240","VIGNA DI VALLE, IT","2011-06-28","89","72"
"IT000162240","VIGNA DI VALLE, IT","2011-06-29",,"73"
"IT000162240","VIGNA DI VALLE, IT","2011-06-30","81","68"
"IT000162240","VIGNA DI VALLE, IT","2011-07-01","80",
"IT000162240","VIGNA DI VALLE, IT","2011-07-02","78","64"
"IT000162240","VIGNA DI VALLE, IT","2011-07-03","79","64"
"IT000162240","VIGNA DI VALLE, IT","2011-07-04","85",
"IT000162240","VIGNA DI VALLE, IT","2011-07-05","80",
"IT000162240","VIGNA DI VALLE, IT","2011-07-06","84","69"
"IT000162240","VIGNA DI VALLE, IT","2011-07-07","85","69"
"IT000162240","VIGNA DI VALLE, IT","2011-07-08","86","69"
"IT000162240","VIGNA DI VALLE, IT","2011-07-09",,"71"
"IT000162240","VIGNA DI VALLE, IT","2011-07-10",,
"IT000162240","VIGNA DI VALLE, IT","2011-07-11","88","71"
"IT000162240","VIGNA DI VALLE, IT","2011-07-12","93","73"
"IT000162240","VIGNA DI VALLE, IT","2011-07-13","93",
"IT000162240","VIGNA DI VALLE, IT","2011-07-14","80",
"IT000162240","VIGNA DI VALLE, IT","2011-07-15","79",
"IT000162240","VIGNA DI VALLE, IT","2011-07-16","81",
"IT000162240","VIGNA DI VALLE, IT","2011-07-17",,"67"
"IT000162240","VIGNA DI VALLE, IT","2011-07-18","80",
"IT000162240","VIGNA DI VALLE, IT","2011-07-19","80","66"
"IT000162240","VIGNA DI VALLE, IT","2011-07-20","77","65"
"IT000162240","VIGNA DI VALLE, IT","2011-07-21","77","63"
"IT000162240","VIGNA DI VALLE, IT","2011-07-22","77","64"
"IT000162240","VIGNA DI VALLE, IT","2011-07-23","75",
"IT000162240","VIGNA DI VALLE, IT","2011-07-24","77","63"
"IT000162240","VIGNA DI VALLE, IT","2011-07-25","76","64"
"IT000162240","VIGNA DI VALLE, IT","2011-07-26","77",
"IT000162240","VIGNA DI VALLE, IT","2011-07-27","74","64"
"IT000162240","VIGNA DI VALLE, IT","2011-07-28","76","64"
"IT000162240","VIGNA DI VALLE, IT","2011-07-29","79",
"IT000162240","VIGNA DI VALLE, IT","2011-07-30","79","65"
"IT000162240","VIGNA DI VALLE, IT","2011-07-31","75","64"
"IT000162240","VIGNA DI VALLE, IT","2011-08-01","79",
"IT000162240","VIGNA DI VALLE, IT","2011-08-02","82","66"
"IT000162240","VIGNA DI VALLE, IT","2011-08-03","86","69"
"IT000162240","VIGNA DI VALLE, IT","2011-08-04","82","69"
"IT000162240","VIGNA DI VALLE, IT","2011-08-05","85",
"IT000162240","VIGNA DI VALLE, IT","2011-08-06","83","70"
"IT000162240","VIGNA DI VALLE, IT","2011-08-07","81","68"
"IT000162240","VIGNA DI VALLE, IT","2011-08-08","81","69"
"IT000162240","VIGNA DI VALLE, IT","2011-08-09","81","69"
"IT000162240","VIGNA DI VALLE, IT","2011-08-10","81",
"IT000162240","VIGNA DI VALLE, IT","2011-08-11","79","63"
"IT000162240","VIGNA DI VALLE, IT","2011-08-12","82","66"
"IT000162240","VIGNA DI VALLE, IT","2011-08-13","82","66"
"IT000162240","VIGNA DI VALLE, IT","2011-08-14","82","64"
"IT000162240","VIGNA DI VALLE, IT","2011-08-15",,
"IT000162240","VIGNA DI VALLE, IT","2011-08-16","87",
"IT000162240","VIGNA DI VALLE, IT","2011-08-17","88","71"
"IT000162240","VIGNA DI VALLE, IT","2011-08-18","89",
"IT000162240","VIGNA DI VALLE, IT","2011-08-19","90",
"IT000162240","VIGNA DI VALLE, IT","2011-08-20","94","73"
"IT000162240","VIGNA DI VALLE, IT","2011-08-21","94","73"
"IT000162240","VIGNA DI VALLE, IT","2011-08-22","95","75"
"IT000162240","VIGNA DI VALLE, IT","2011-08-23","96",
"IT000162240","VIGNA DI VALLE, IT","2011-08-24",,"77"
"IT000162240","VIGNA DI VALLE, IT","2011-08-25","96",
"IT000162240","VIGNA DI VALLE, IT","2011-08-26","96","73"
"IT000162240","VIGNA DI VALLE, IT","2011-08-27","85","71"
"IT000162240","VIGNA DI VALLE, IT","2011-08-28","86","68"
"IT000162240","VIGNA DI VALLE, IT","2011-08-29","81",
"IT000162240","VIGNA DI VALLE, IT","2011-08-30","81","64"
"IT000162240","VIGNA DI VALLE, IT","2011-08-31","83","64"
"IT000162240","VIGNA DI VALLE, IT","2011-09-01","82","66"
"IT000162240","VIGNA DI VALLE, IT","2011-09-02","88","68"
"IT000162240","VIGNA DI VALLE, IT","2011-09-03","88","71"
"IT000162240","VIGNA DI VALLE, IT","2011-09-04","85",
"IT000162240","VIGNA DI VALLE, IT","2011-09-05","80",
"IT000162240","VIGNA DI VALLE, IT","2011-09-06","86","68"
"IT000162240","VIGNA DI VALLE, IT","2011-09-07",,
"IT000162240","VIGNA DI VALLE, IT","2011-09-08","83","64"
"IT000162240","VIGNA DI VALLE, IT","2011-09-09","81","65"
"IT000162240","VIGNA DI VALLE, IT","2011-09-10","86",
"IT000162240","VIGNA DI VALLE, IT","2011-09-11","87",
"IT000162240","VIGNA DI VALLE, IT","2011-09-12","81","66"
"IT000162240","VIGNA DI VALLE, IT","2011-09-13","88","67"
"IT000162240","VIGNA DI VALLE, IT","2011-09-14","86","70"
"IT000162240","VIGNA DI VALLE, IT","2011-09-15","88","69"
"IT000162240","VIGNA DI VALLE, IT","2011-09-16","91","69"
"IT000162240","VIGNA DI VALLE, IT","2011-09-17","87","68"
"IT000162240","VIGNA DI VALLE, IT","2011-09-18","81","66"
"IT000162240","VIGNA DI VALLE, IT","2011-09-19","74",
"IT000162240","VIGNA DI VALLE, IT","2011-09-20","72","55"
"IT000162240","VIGNA DI VALLE, IT","2011-09-21","79","62"
"IT000162240","VIGNA DI VALLE, IT","2011-09-22","81","65"
"IT000162240","VIGNA DI VALLE, IT","2011-09-23","80",
"IT000162240","VIGNA DI VALLE, IT","2011-09-24","79","62"
"IT000162240","VIGNA DI VALLE, IT","2011-09-25","80","64"
"IT000162240","VIGNA DI VALLE, IT","2011-09-26","80","64"
"IT000162240","VIGNA DI VALLE, IT","2011-09-27","82","65"
"IT000162240","VIGNA DI VALLE, IT","2011-09-28","82","66"
"IT000162240","VIGNA DI VALLE, IT","2011-09-29","82","64"
"IT000162240","VIGNA DI VALLE, IT","2011-09-30","80","62"
"IT000162240","VIGNA DI VALLE, IT","2011-10-01",,"64"
"IT000162240","VIGNA DI VALLE, IT","2011-10-02","83","64"
"IT000162240","VIGNA DI VALLE, IT","2011-10-03","82","64"
"IT000162240","VIGNA DI VALLE, IT","2011-10-04",,"62"
"IT000162240","VIGNA DI VALLE, IT","2011-10-05","82","62"
"IT000162240","VIGNA DI VALLE, IT","2011-10-06","77","62"
"IT000162240","VIGNA DI VALLE, IT","2011-10-07","72",
"IT000162240","VIGNA DI VALLE, IT","2011-10-08","68","56"
"IT000162240","VIGNA DI VALLE, IT","2011-10-09","64",
"IT000162240","VIGNA DI VALLE, IT","2011-10-10","71","51"
"IT000162240","VIGNA DI VALLE, IT","2011-10-11","81","57"
"IT000162240","VIGNA DI VALLE, IT","2011-10-12","80",
"IT000162240","VIGNA DI VALLE, IT","2011-10-13","72","57"
"IT000162240","VIGNA DI VALLE, IT","2011-10-14","70",
"IT000162240","VIGNA DI VALLE, IT","2011-10-15","65",
"IT000162240","VIGNA DI VALLE, IT","2011-10-16","65","50"
"IT000162240","VIGNA DI VALLE, IT","2011-10-17","65","50"
"IT000162240","VIGNA DI VALLE, IT","2011-10-18","69","50"
"IT000162240","VIGNA DI VALLE, IT","2011-10-19","68",
"IT000162240","VIGNA DI VALLE, IT","2011-10-20","63",
"IT000162240","VIGNA DI VALLE, IT","2011-10-21","61",
"IT000162240","VIGNA DI VALLE, IT","2011-10-22","63","47"
"IT000162240","VIGNA DI VALLE, IT","2011-10-23","61","48"
"IT000162240","VIGNA DI VALLE, IT","2011-10-24","65","50"
"IT000162240","VIGNA DI VALLE, IT","2011-10-25","70","55"
"IT000162240","VIGNA DI VALLE, IT","2011-10-26","68",
"IT000162240","VIGNA DI VALLE, IT","2011-10-27","64",
"IT000162240","VIGNA DI VALLE, IT","2011-10-28","66","51"
"IT000162240","VIGNA DI VALLE, IT","2011-10-29","69",
"IT000162240","VIGNA DI VALLE, IT","2011-10-30","65","54"
"IT000162240","VIGNA DI VALLE, IT","2011-10-31","67","53"
"IT000162240","VIGNA DI VALLE, IT","2011-11-01","65","53"
"IT000162240","VIGNA DI VALLE, IT","2011-11-02","67",
"IT000162240","VIGNA DI VALLE, IT","2011-11-03","65","52"
"IT000162240","VIGNA DI VALLE, IT","2011-11-04",,"55"
"IT000162240","VIGNA DI VALLE, IT","2011-11-05",,
"IT000162240","VIGNA DI VALLE, IT","2011-11-06","63",
"IT000162240","VIGNA DI VALLE, IT","2011-11-07","65","51"
"IT000162240","VIGNA DI VALLE, IT","2011-11-08","65",
"IT000162240","VIGNA DI VALLE, IT","2011-11-09","67","53"
"IT000162240","VIGNA DI VALLE, IT","2011-11-10","64",
"IT000162240","VIGNA DI VALLE, IT","2011-11-11","63",
"IT000162240","VIGNA DI VALLE, IT","2011-11-12","61",
"IT000162240","VIGNA DI VALLE, IT","2011-11-13","59",
"IT000162240","VIGNA DI VALLE, IT","2011-11-14","56","44"
"IT000162240","VIGNA DI VALLE, IT","2011-11-15","56",
"IT000162240","VIGNA DI VALLE, IT","2011-11-16","58","44"
"IT000162240","VIGNA DI VALLE, IT","2011-11-17","58","45"
"IT000162240","VIGNA DI VALLE, IT","2011-11-18","57","44"
"IT000162240","VIGNA DI VALLE, IT","2011-11-19",,
"IT000162240","VIGNA DI VALLE, IT","2011-11-20","56","44"
"IT000162240","VIGNA DI VALLE, IT","2011-11-21","59","45"
"IT000162240","VIGNA DI VALLE, IT","2011-11-22","56","48"
"IT000162240","VIGNA DI VALLE, IT","2011-11-23","62",
"IT000162240","VIGNA DI VALLE, IT","2011-11-24","61","50"
"IT000162240","VIGNA DI VALLE, IT","2011-11-25","62",
"IT000162240","VIGNA DI VALLE, IT","2011-11-26","60","48"
"IT000162240","VIGNA DI VALLE, IT","2011-11-27","60",
"IT000162240","VIGNA DI VALLE, IT","2011-11-28","59","47"
"IT000162240","VIGNA DI VALLE, IT","2011-11-29","59",
"IT000162240","VIGNA DI VALLE, IT","2011-11-30","60","46"
"IT000162240","VIGNA DI VALLE, IT","2011-12-01","60","48"
"IT000162240","VIGNA DI VALLE, IT","2011-12-02","56","51"
"IT000162240","VIGNA DI VALLE, IT","2011-12-03",,"52"
"IT000162240","VIGNA DI VALLE, IT","2011-12-04","61","54"
"IT000162240","VIGNA DI VALLE, IT","2011-12-05","60",
"IT000162240","VIGNA DI VALLE, IT","2011-12-06","58",
"IT000162240","VIGNA DI VALLE, IT","2011-12-07","58","45"
"IT000162240","VIGNA DI VALLE, IT","2011-12-08","59","46"
"IT000162240","VIGNA DI VALLE, IT","2011-12-09","58",
"IT000162240","VIGNA DI VALLE, IT","2011-12-10",,"51"
"IT000162240","VIGNA DI VALLE, IT","2011-12-11","59","53"
"IT000162240","VIGNA DI VALLE, IT","2011-12-12","58",
"IT000162240","VIGNA DI VALLE, IT","2011-12-13","57",
"IT000162240","VIGNA DI VALLE, IT","2011-12-14",,"48"
"IT000162240","VIGNA DI VALLE, IT","2011-12-15","60",
"IT000162240","VIGNA DI VALLE, IT","2011-12-16","58","46"
"IT000162240","VIGNA DI VALLE, IT","2011-12-17","58",
"IT000162240","VIGNA DI VALLE, IT","2011-12-18","43",
"IT000162240","VIGNA DI VALLE, IT","2011-12-19","47","39"
"IT000162240","VIGNA DI VALLE, IT","2011-12-20","46","37"
"IT000162240","VIGNA DI VALLE, IT","2011-12-21","49","39"
"IT000162240","VIGNA DI VALLE, IT","2011-12-22","49",
"IT000162240","VIGNA DI VALLE, IT","2011-12-23","55","41"
"IT000162240","VIGNA DI VALLE, IT","2011-12-24","54","42"
"IT000162240","VIGNA DI VALLE, IT","2011-12-25","54",
"IT000162240","VIGNA DI VALLE, IT","2011-12-26","55",
"IT000162240","VIGNA DI VALLE, IT","2011-12-27","54","44"
"IT000162240","VIGNA DI VALLE, IT","2011-12-28","50",
"IT000162240","VIGNA DI VALLE, IT","2011-12-29","49",
"IT000162240","VIGNA DI VALLE, IT","2011-12-30","50","41"
"IT000162240","VIGNA DI VALLE, IT","2011-12-31","49",
"IT000162240","VIGNA DI VALLE, IT","2012-01-01","49","37"
"IT000162240","VIGNA DI VALLE, IT","2012-01-02",,"45"
"IT000162240","VIGNA DI VALLE, IT","2012-01-03","55",
"IT000162240","VIGNA DI VALLE, IT","2012-01-04","54","48"
"IT000162240","VIGNA DI VALLE, IT","2012-01-05","54",
"IT000162240","VIGNA DI VALLE, IT","2012-01-06","50","44"
"IT000162240","VIGNA DI VALLE, IT","2012-01-07","53",
"IT000162240","VIGNA DI VALLE, IT","2012-01-08","54","41"
"IT000162240","VIGNA DI VALLE, IT","2012-01-09","53","42"
"IT000162240","VIGNA DI VALLE, IT","2012-01-10","56",
"IT000162240","VIGNA DI VALLE, IT","2012-01-11","55","42"
"IT000162240","VIGNA DI VALLE, IT","2012-01-12","59",
"IT000162240","VIGNA DI VALLE, IT","2012-01-13","55",
"IT000162240","VIGNA DI VALLE, IT","2012-01-14","55",
"IT000162240","VIGNA DI VALLE, IT","2012-01-15","51",
"IT000162240","VIGNA DI VALLE, IT","2012-01-16","49",
"IT000162240","VIGNA DI VALLE, IT","2012-01-17","46","34"
"IT000162240","VIGNA DI VALLE, IT","2012-01-18",,"36"
"IT000162240","VIGNA DI VALLE, IT","2012-01-19",,
"IT000162240","VIGNA DI VALLE, IT","2012-01-20",,"45"
"IT000162240","VIGNA DI VALLE, IT","2012-01-21","55","42"
"IT000162240","VIGNA DI VALLE, IT","2012-01-22",,"44"
"IT000162240","VIGNA DI VALLE, IT","2012-01-23","54","47"
"IT000162240","VIGNA DI VALLE, IT","2012-01-24","56",
"IT000162240","VIGNA DI VALLE, IT","2012-01-25","46",
"IT000162240","VIGNA DI VALLE, IT","2012-01-26","47",
"IT000162240","VIGNA DI VALLE, IT","2012-01-27","51",
"IT000162240","VIGNA DI VALLE, IT","2012-01-28","51","37"
"IT000162240","VIGNA DI VALLE, IT","2012-01-29","48","39"
"IT000162240","VIGNA DI VALLE, IT","2012-01-30","51","39"
"IT000162240","VIGNA DI VALLE, IT","2012-01-31","43",
"IT000162240","VIGNA DI VALLE, IT","2012-02-01","45","35"
"IT000162240","VIGNA DI VALLE, IT","2012-02-02","42",
"IT000162240","VIGNA DI VALLE, IT","2012-02-03","36",
"IT000162240","VIGNA DI VALLE, IT","2012-02-04","32","28"
"IT000162240","VIGNA DI VALLE, IT","2012-02-05","38","28"
"IT000162240","VIGNA DI VALLE, IT","2012-02-06","36",
"IT000162240","VIGNA DI VALLE, IT","2012-02-07","38","29"
"IT000162240","VIGNA DI VALLE, IT","2012-02-08","44",
"IT000162240","VIGNA DI VALLE, IT","2012-02-09","44",
"IT000162240","VIGNA DI VALLE, IT","2012-02-10","38",
"IT000162240","VIGNA DI VALLE, IT","2012-02-11","35",
"IT000162240","VIGNA DI VALLE, IT","2012-02-12","38","28"
"IT000162240","VIGNA DI VALLE, IT","2012-02-13","39","28"
"IT000162240","VIGNA DI VALLE, IT","2012-02-14","40",
"IT000162240","VIGNA DI VALLE, IT","2012-02-15","45","29"
"IT000162240","VIGNA DI VALLE, IT","2012-02-16","50","36"
"IT000162240","VIGNA DI VALLE, IT","2012-02-17","51",
"IT000162240","VIGNA DI VALLE, IT","2012-02-18","54",
"IT000162240","VIGNA DI VALLE, IT","2012-02-19","51","42"
"IT000162240","VIGNA DI VALLE, IT","2012-02-20","50",
"IT000162240","VIGNA DI VALLE, IT","2012-02-21","54",
"IT000162240","VIGNA DI VALLE, IT","2012-02-22","55","43"
"IT000162240","VIGNA DI VALLE, IT","2012-02-23","61","44"
"IT000162240","VIGNA DI VALLE, IT","2012-02-24","63",
"IT000162240","VIGNA DI VALLE, IT","2012-02-25","62",
"IT000162240","VIGNA DI VALLE, IT","2012-02-26","56","41"
"IT000162240","VIGNA DI VALLE, IT","2012-02-27","53",
"IT000162240","VIGNA DI VALLE, IT","2012-02-28","56","38"
"IT000162240","VIGNA DI VALLE, IT","2012-02-29","60","42"
"IT000162240","VIGNA DI VALLE, IT","2012-03-01","70","49"
"IT000162240","VIGNA DI VALLE, IT","2012-03-02","65",
"IT000162240","VIGNA DI VALLE, IT","2012-03-03","60","45"
"IT000162240","VIGNA DI VALLE, IT","2012-03-04","60","43"
"IT000162240","VIGNA DI VALLE, IT","2012-03-05","58",
"IT000162240","VIGNA DI VALLE, IT","2012-03-06","52",
"IT000162240","VIGNA DI VALLE, IT","2012-03-07","56","41"
"IT000162240","VIGNA DI VALLE, IT","2012-03-08","60","41"
"IT000162240","VIGNA DI VALLE, IT","2012-03-09","59","44"
"IT000162240","VIGNA DI VALLE, IT","2012-03-10",,"45"
"IT000162240","VIGNA DI VALLE, IT","2012-03-11","59",
"IT000162240","VIGNA DI VALLE, IT","2012-03-12","60","46"
"IT000162240","VIGNA DI VALLE, IT","2012-03-13","65","46"
"IT000162240","VIGNA DI VALLE, IT","2012-03-14","62","44"
"IT000162240","VIGNA DI VALLE, IT","2012-03-15","64","42"
"IT000162240","VIGNA DI VALLE, IT","2012-03-16",,"46"
"IT000162240","VIGNA DI VALLE, IT","2012-03-17","61","48"
"IT000162240","VIGNA DI VALLE, IT","2012-03-18","61","48"
"IT000162240","VIGNA DI VALLE, IT","2012-03-19","58",
"IT000162240","VIGNA DI VALLE, IT","2012-03-20","66","50"
"IT000162240","VIGNA DI VALLE, IT","2012-03-21","68","50"
"IT000162240","VIGNA DI VALLE, IT","2012-03-22","70",
"IT000162240","VIGNA DI VALLE, IT","2012-03-23",,
"IT000162240","VIGNA DI VALLE, IT","2012-03-24","68","50"
